"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,4.2657e-13,0,1e+05,2.9883e-16,300,695.43,3.6735e-13,0,1,0.29,0.29,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.3167e-13,0,1e+05,3.6055e-16,300,695.43,3.7175e-13,0,1,0.2925,0.2925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.3677e-13,0,1e+05,4.2226e-16,300,695.43,3.7614e-13,0,1,0.295,0.295,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.4187e-13,0,1e+05,4.8398e-16,300,695.43,3.8053e-13,0,1,0.2975,0.2975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.4697e-13,0,1e+05,5.457e-16,300,695.43,3.8492e-13,0,1,0.3,0.3,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4162e-13,0,1e+05,1.2343e-16,300,695.43,1.2196e-13,0,1,0.3025,0.3025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.6373e-13,0,1e+05,-2.9883e-16,300,695.43,-1.41e-13,0,1,0.305,0.305,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-4.6907e-13,0,1e+05,-7.211e-16,300,695.43,-4.0395e-13,0,1,0.3075,0.3075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-7.7442e-13,0,1e+05,-1.1434e-15,300,695.43,-6.6691e-13,0,1,0.31,0.31,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0798e-12,0,1e+05,-1.5656e-15,300,695.43,-9.2987e-13,0,1,0.3125,0.3125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.3851e-12,0,1e+05,-1.9879e-15,300,695.43,-1.1928e-12,0,1,0.315,0.315,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.6905e-12,0,1e+05,-2.4102e-15,300,695.43,-1.4558e-12,0,1,0.3175,0.3175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.9958e-12,0,1e+05,-2.8324e-15,300,695.43,-1.7187e-12,0,1,0.32,0.32,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.3133e-12,0,1e+05,-1.8482e-15,300,695.43,-1.1309e-12,0,1,0.3225,0.3225,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-6.3071e-13,0,1e+05,-8.6402e-16,300,695.43,-5.4315e-13,0,1,0.325,0.325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.1841e-14,0,1e+05,1.2018e-16,300,695.43,4.4644e-14,0,1,0.3275,0.3275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.344e-13,0,1e+05,1.1044e-15,300,695.43,6.3245e-13,0,1,0.33,0.33,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.417e-12,0,1e+05,2.0886e-15,300,695.43,1.2202e-12,0,1,0.3325,0.3325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0995e-12,0,1e+05,3.0728e-15,300,695.43,1.808e-12,0,1,0.335,0.335,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.7821e-12,0,1e+05,4.057e-15,300,695.43,2.3958e-12,0,1,0.3375,0.3375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.4646e-12,0,1e+05,5.0412e-15,300,695.43,2.9836e-12,0,1,0.34,0.34,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.1415e-12,0,1e+05,4.5735e-15,300,695.43,2.7054e-12,0,1,0.3425,0.3425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.8184e-12,0,1e+05,4.1057e-15,300,695.43,2.4271e-12,0,1,0.345,0.345,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.4953e-12,0,1e+05,3.638e-15,300,695.43,2.1489e-12,0,1,0.3475,0.3475,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.1722e-12,0,1e+05,3.1702e-15,300,695.43,1.8707e-12,0,1,0.35,0.35,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.8491e-12,0,1e+05,2.7025e-15,300,695.43,1.5924e-12,0,1,0.3525,0.3525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.526e-12,0,1e+05,2.2348e-15,300,695.43,1.3142e-12,0,1,0.355,0.355,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.2029e-12,0,1e+05,1.767e-15,300,695.43,1.0359e-12,0,1,0.3575,0.3575,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.7985e-13,0,1e+05,1.2993e-15,300,695.43,7.577e-13,0,1,0.36,0.36,0.5,0
