"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,2.0811e-13,0,1e+05,1.4617e-16,300,695.43,1.7922e-13,0,1,0.2275,0.2275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.1435e-13,0,1e+05,1.6891e-16,300,695.43,1.8459e-13,0,1,0.23,0.23,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2059e-13,0,1e+05,1.9164e-16,300,695.43,1.8997e-13,0,1,0.2325,0.2325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2683e-13,0,1e+05,2.1438e-16,300,695.43,1.9534e-13,0,1,0.235,0.235,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.3307e-13,0,1e+05,2.3712e-16,300,695.43,2.0072e-13,0,1,0.2375,0.2375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.3932e-13,0,1e+05,2.5986e-16,300,695.43,2.0609e-13,0,1,0.24,0.24,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9108e-13,0,1e+05,1.819e-16,300,695.43,1.6455e-13,0,1,0.2425,0.2425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4284e-13,0,1e+05,1.0394e-16,300,695.43,1.2301e-13,0,1,0.245,0.245,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.4598e-14,0,1e+05,2.5985e-17,300,695.43,8.1465e-14,0,1,0.2475,0.2475,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.6359e-14,0,1e+05,-5.1971e-17,300,695.43,3.9923e-14,0,1,0.25,0.25,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.8801e-15,0,1e+05,-1.2993e-16,300,695.43,-1.6191e-15,0,1,0.2525,0.2525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-5.0119e-14,0,1e+05,-2.0788e-16,300,695.43,-4.3161e-14,0,1,0.255,0.255,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-9.8358e-14,0,1e+05,-2.8584e-16,300,695.43,-8.4704e-14,0,1,0.2575,0.2575,0.5,0
