"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,4.189e-12,0,1e+05,1.6351e-14,300,695.43,3.6075e-12,0,1,0.125,0.125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.8069e-12,0,1e+05,1.8706e-14,300,695.43,4.1396e-12,0,1,0.1275,0.1275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.4248e-12,0,1e+05,2.1061e-14,300,695.43,4.6717e-12,0,1,0.13,0.13,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.0428e-12,0,1e+05,2.3416e-14,300,695.43,5.2039e-12,0,1,0.1325,0.1325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.6607e-12,0,1e+05,2.5771e-14,300,695.43,5.736e-12,0,1,0.135,0.135,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.2786e-12,0,1e+05,2.8126e-14,300,695.43,6.2682e-12,0,1,0.1375,0.1375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.8966e-12,0,1e+05,3.0481e-14,300,695.43,6.8003e-12,0,1,0.14,0.14,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.5199e-12,0,1e+05,3.6523e-14,300,695.43,8.1983e-12,0,1,0.1425,0.1425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.1143e-11,0,1e+05,4.2564e-14,300,695.43,9.5962e-12,0,1,0.145,0.145,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.2767e-11,0,1e+05,4.8606e-14,300,695.43,1.0994e-11,0,1,0.1475,0.1475,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.439e-11,0,1e+05,5.4648e-14,300,695.43,1.2392e-11,0,1,0.15,0.15,0.5,0
